cat,stream,next_stream,prev_str01,prev_str02,strahler,horton,shreve,hack,topo_dim,scheidegger,drwal_old,length,stright,sinosoid,cum_length,flow_accum,out_dist,source_elev,outlet_elev,elev_drop,out_drop,gradient
390,390,395,322,357,3,3,17,2,20,34,5,815.573838,651.893758,1.251084,30008.54183,244686.705478,48117.679554,144.595276,138.944946,5.773346,0.123016,0.007079
390,390,395,322,357,3,3,17,2,20,34,5,815.573838,651.893758,1.251084,30008.54183,244686.705478,48117.679554,144.595276,138.944946,5.773346,0.123016,0.007079
391,391,516,0,0,1,1,1,2,10,2,1,2277.422153,1456.24427,1.563901,2277.422153,2532.239101,20016.261204,142.987701,78.473846,65.916016,1.402161,0.028943
391,391,516,0,0,1,1,1,2,10,2,1,2277.422153,1456.24427,1.563901,2277.422153,2532.239101,20016.261204,142.987701,78.473846,65.916016,1.402161,0.028943
392,392,419,0,0,1,1,1,2,21,2,1,481.503679,455.638105,1.056768,481.503679,977.549583,51570.363133,142.960983,131.317642,11.698349,0.055008,0.024295
392,392,419,0,0,1,1,1,2,21,2,1,481.503679,455.638105,1.056768,481.503679,977.549583,51570.363133,142.960983,131.317642,11.698349,0.055008,0.024295
395,395,414,30,390,3,3,18,2,19,36,5,2324.905423,1827.324259,1.2723,32333.447254,95878.058919,47302.105716,138.82193,132.137924,6.684464,0.000458,0.002875
395,395,414,30,390,3,3,18,2,19,36,5,2324.905423,1827.324259,1.2723,32333.447254,95878.058919,47302.105716,138.82193,132.137924,6.684464,0.000458,0.002875
396,396,466,0,0,1,1,1,2,13,2,1,507.898086,481.652725,1.05449,507.898086,590.42699,26851.502269,138.263947,92.850868,48.229797,2.816719,0.09496
396,396,466,0,0,1,1,1,2,13,2,1,507.898086,481.652725,1.05449,507.898086,590.42699,26851.502269,138.263947,92.850868,48.229797,2.816719,0.09496
401,401,402,386,239,4,4,82,1,22,164,7,764.660817,649.216565,1.177821,92760.487853,1274996.974221,54117.356732,137.752762,135.623444,2.129974,0.000656,0.002786
401,401,402,386,239,4,4,82,1,22,164,7,764.660817,649.216565,1.177821,92760.487853,1274996.974221,54117.356732,137.752762,135.623444,2.129974,0.000656,0.002786
402,402,419,401,188,4,4,83,1,21,166,7,2263.83646,1216.722033,1.860603,95024.324313,1284134.865319,53352.695915,135.622787,131.263092,4.360153,0.000458,0.001926
402,402,419,401,188,4,4,83,1,21,166,7,2263.83646,1216.722033,1.860603,95024.324313,1284134.865319,53352.695915,135.622787,131.263092,4.360153,0.000458,0.001926
404,404,432,0,0,1,1,1,4,15,2,1,568.967049,534.446003,1.064592,568.967049,3792.584042,27187.770057,135.084778,121.946487,13.4123,0.27401,0.023573
404,404,432,0,0,1,1,1,4,15,2,1,568.967049,534.446003,1.064592,568.967049,3792.584042,27187.770057,135.084778,121.946487,13.4123,0.27401,0.023573
405,405,465,389,261,2,2,2,2,14,4,2,1258.97321,1074.417713,1.171773,3056.767477,271890.397948,28226.986028,132.399963,90.045174,42.35498,0.000191,0.033642
405,405,465,389,261,2,2,2,2,14,4,2,1258.97321,1074.417713,1.171773,3056.767477,271890.397948,28226.986028,132.399963,90.045174,42.35498,0.000191,0.033642
414,414,450,395,178,3,3,19,2,18,38,5,5195.036261,2366.976465,2.194798,37528.483514,346317.715593,44977.200293,132.137466,111.236763,20.901352,0.000648,0.004023
414,414,450,395,178,3,3,19,2,18,38,5,5195.036261,2366.976465,2.194798,37528.483514,346317.715593,44977.200293,132.137466,111.236763,20.901352,0.000648,0.004023
419,419,421,392,402,4,4,84,1,20,168,7,1454.666979,1145.95505,1.269393,96478.991292,1289429.850491,51088.859454,131.262634,128.528748,2.734543,0.000656,0.00188
419,419,421,392,402,4,4,84,1,20,168,7,1454.666979,1145.95505,1.269393,96478.991292,1289429.850491,51088.859454,131.262634,128.528748,2.734543,0.000656,0.00188
420,420,515,341,354,2,2,2,2,11,4,2,3579.350069,3273.864161,1.093311,4928.439421,12392.281815,23034.147395,128.761124,82.347412,48.774734,2.361023,0.013627
420,420,515,341,354,2,2,2,2,11,4,2,3579.350069,3273.864161,1.093311,4928.439421,12392.281815,23034.147395,128.761124,82.347412,48.774734,2.361023,0.013627
421,421,449,318,419,4,4,85,1,19,170,7,8711.441574,4369.05173,1.993898,105190.432866,1306505.431209,49634.192475,128.528091,111.580444,17.134819,0.187172,0.001967
421,421,449,318,419,4,4,85,1,19,170,7,8711.441574,4369.05173,1.993898,105190.432866,1306505.431209,49634.192475,128.528091,111.580444,17.134819,0.187172,0.001967
432,432,458,404,289,2,2,2,3,14,4,2,1737.824118,1409.817156,1.232659,4330.425194,21451.788312,26618.803008,121.672478,106.538803,15.134323,0.000648,0.008709
432,432,458,404,289,2,2,2,3,14,4,2,1737.824118,1409.817156,1.232659,4330.425194,21451.788312,26618.803008,121.672478,106.538803,15.134323,0.000648,0.008709
448,448,518,0,0,1,1,1,2,8,2,1,472.44655,417.332214,1.132063,472.44655,3176.35345,13795.272829,111.869995,72.194145,40.475288,0.799438,0.085672
448,448,518,0,0,1,1,1,2,8,2,1,472.44655,417.332214,1.132063,472.44655,3176.35345,13795.272829,111.869995,72.194145,40.475288,0.799438,0.085672
449,449,450,421,280,4,4,86,1,18,172,7,1140.586869,865.800916,1.317378,106331.019735,1252988.132092,40922.750901,111.393272,111.236572,0.157158,0.000458,0.000138
449,449,450,421,280,4,4,86,1,18,172,7,1140.586869,865.800916,1.317378,106331.019735,1252988.132092,40922.750901,111.393272,111.236572,0.157158,0.000458,0.000138
450,450,462,414,449,4,4,105,1,17,210,7,4172.835732,3083.969293,1.353073,110503.855467,1619944.890251,39782.164032,111.236115,100.23436,11.174026,0.172272,0.002678
450,450,462,414,449,4,4,105,1,17,210,7,4172.835732,3083.969293,1.353073,110503.855467,1619944.890251,39782.164032,111.236115,100.23436,11.174026,0.172272,0.002678
457,457,463,342,388,3,3,8,2,16,16,4,854.776959,743.273243,1.150017,13749.987187,88766.723288,35340.855668,110.3283,98.011101,12.493492,0.176292,0.014616
457,457,463,342,388,3,3,8,2,16,16,4,854.776959,743.273243,1.150017,13749.987187,88766.723288,35340.855668,110.3283,98.011101,12.493492,0.176292,0.014616
458,458,461,432,349,3,3,7,2,13,14,3,1076.865134,886.867778,1.214234,12449.935063,37963.753636,24880.97889,106.538155,100.766953,5.771851,0.000648,0.00536
458,458,461,432,349,3,3,7,2,13,14,3,1076.865134,886.867778,1.214234,12449.935063,37963.753636,24880.97889,106.538155,100.766953,5.771851,0.000648,0.00536
461,461,503,458,340,3,3,8,2,12,16,4,2313.972502,1382.875492,1.673305,14763.907565,537318.665467,23804.113756,100.766304,86.338028,14.428925,0.000648,0.006236
461,461,503,458,340,3,3,8,2,12,16,4,2313.972502,1382.875492,1.673305,14763.907565,537318.665467,23804.113756,100.766304,86.338028,14.428925,0.000648,0.006236
462,462,463,344,450,4,4,106,1,16,212,7,1123.249591,1001.597315,1.121458,111627.105058,1703241.473889,35609.3283,100.062088,97.835266,2.22728,0.000458,0.001983
462,462,463,344,450,4,4,106,1,16,212,7,1123.249591,1001.597315,1.121458,111627.105058,1703241.473889,35609.3283,100.062088,97.835266,2.22728,0.000458,0.001983
463,463,464,457,462,4,4,114,1,15,228,7,5639.212611,3506.584108,1.608178,117266.31767,1585420.786746,34486.078709,97.834808,90.96801,6.867256,0.000458,0.001218
463,463,464,457,462,4,4,114,1,15,228,7,5639.212611,3506.584108,1.608178,117266.31767,1585420.786746,34486.078709,97.834808,90.96801,6.867256,0.000458,0.001218
464,464,465,351,463,4,4,115,1,14,230,7,1878.85328,1428.715366,1.315065,119145.17095,1743598.498629,28846.866097,90.967552,90.045441,0.922569,0.000458,0.000491
464,464,465,351,463,4,4,115,1,14,230,7,1878.85328,1428.715366,1.315065,119145.17095,1743598.498629,28846.866097,90.967552,90.045441,0.922569,0.000458,0.000491
465,465,466,464,405,4,4,117,1,13,234,7,624.408634,609.362199,1.024692,119769.579583,1492430.597301,26968.012817,90.044983,90.034798,0.010834,0.000648,1.7e-05
465,465,466,464,405,4,4,117,1,13,234,7,624.408634,609.362199,1.024692,119769.579583,1492430.597301,26968.012817,90.044983,90.034798,0.010834,0.000648,1.7e-05
466,466,503,465,396,4,4,118,1,12,236,7,4853.46293,3338.657715,1.453717,124623.042514,1313796.051243,26343.604184,90.034149,86.337837,3.69677,0.000458,0.000762
466,466,503,465,396,4,4,118,1,12,236,7,4853.46293,3338.657715,1.453717,124623.042514,1313796.051243,26343.604184,90.034149,86.337837,3.69677,0.000458,0.000762
503,503,515,461,466,4,4,126,1,11,252,7,2035.343928,1521.059991,1.338109,126658.386441,1596321.95387,21490.141253,86.337379,79.987038,6.35099,0.000648,0.00312
503,503,515,461,466,4,4,126,1,11,252,7,2035.343928,1521.059991,1.338109,126658.386441,1596321.95387,21490.141253,86.337379,79.987038,6.35099,0.000648,0.00312
512,512,526,247,332,2,2,2,2,2,4,2,879.295573,822.049127,1.069639,3661.186061,15617.800357,2700.831475,83.84552,63.666447,23.615814,3.436741,0.026858
512,512,526,247,332,2,2,2,2,2,4,2,879.295573,822.049127,1.069639,3661.186061,15617.800357,2700.831475,83.84552,63.666447,23.615814,3.436741,0.026858
515,515,516,420,503,4,4,128,1,10,256,8,1715.958275,1566.858779,1.095158,128374.344717,1895264.086976,19454.797326,79.986389,77.072144,2.914703,0.000458,0.001699
515,515,516,420,503,4,4,128,1,10,256,8,1715.958275,1566.858779,1.095158,128374.344717,1895264.086976,19454.797326,79.986389,77.072144,2.914703,0.000458,0.001699
516,516,517,391,515,4,4,129,1,9,258,8,250.358375,263.944068,0.948528,128624.703091,1900740.836251,17738.839051,77.071686,76.482941,0.667603,0.078857,0.002667
516,516,517,391,515,4,4,129,1,9,258,8,250.358375,263.944068,0.948528,128624.703091,1900740.836251,17738.839051,77.071686,76.482941,0.667603,0.078857,0.002667
517,517,518,516,330,4,4,133,1,8,266,8,4165.654397,3627.670926,1.1483,132790.357488,1876452.267441,17488.480676,76.404083,71.395355,5.009377,0.000648,0.001203
517,517,518,516,330,4,4,133,1,8,266,8,4165.654397,3627.670926,1.1483,132790.357488,1876452.267441,17488.480676,76.404083,71.395355,5.009377,0.000648,0.001203
518,518,519,517,448,4,4,134,1,7,268,8,1206.961376,1139.859501,1.058869,133997.318864,1979761.897836,13322.826279,71.394707,69.228523,2.166641,0.000458,0.001795
518,518,519,517,448,4,4,134,1,7,268,8,1206.961376,1139.859501,1.058869,133997.318864,1979761.897836,13322.826279,71.394707,69.228523,2.166641,0.000458,0.001795
519,519,520,262,518,4,4,135,1,6,270,8,1639.427826,1426.275201,1.149447,135636.74669,1989343.845865,12115.864903,69.228065,67.121124,2.169067,0.062126,0.001323
519,519,520,262,518,4,4,135,1,6,270,8,1639.427826,1426.275201,1.149447,135636.74669,1989343.845865,12115.864903,69.228065,67.121124,2.169067,0.062126,0.001323
520,520,521,519,232,4,4,136,1,5,272,8,758.25646,692.821755,1.094447,136395.00315,2008478.798323,10476.437077,67.058998,66.105225,0.954231,0.000458,0.001258
520,520,521,519,232,4,4,136,1,5,272,8,758.25646,692.821755,1.094447,136395.00315,2008478.798323,10476.437077,67.058998,66.105225,0.954231,0.000458,0.001258
521,521,522,520,339,4,4,138,1,4,276,8,1476.532821,1304.054659,1.132263,137871.535972,2021593.918665,9718.180617,66.104767,64.228622,1.876793,0.000648,0.001271
521,521,522,520,339,4,4,138,1,4,276,8,1476.532821,1304.054659,1.132263,137871.535972,2021593.918665,9718.180617,66.104767,64.228622,1.876793,0.000648,0.001271
522,522,523,329,521,4,4,139,1,3,278,8,4079.744984,2949.803758,1.383056,141951.280956,1338224.339978,8241.647795,64.227974,61.037567,3.197392,0.006985,0.000784
522,522,523,329,521,4,4,139,1,3,278,8,4079.744984,2949.803758,1.383056,141951.280956,1338224.339978,8241.647795,64.227974,61.037567,3.197392,0.006985,0.000784
523,523,526,522,301,4,4,140,1,2,280,8,2340.366909,1822.934629,1.283846,144291.647865,2069675.823156,4161.902811,61.030582,60.230358,0.800877,0.000652,0.000342
523,523,526,522,301,4,4,140,1,2,280,8,2340.366909,1822.934629,1.283846,144291.647865,2069675.823156,4161.902811,61.030582,60.230358,0.800877,0.000652,0.000342
526,526,-1,512,523,4,4,142,1,1,284,8,1821.535902,1688.004342,1.079106,146113.183767,2017320.624095,1821.535902,60.229706,60.13636,0.093346,0,5.1e-05
526,526,-1,512,523,4,4,142,1,1,284,8,1821.535902,1688.004342,1.079106,146113.183767,2017320.624095,1821.535902,60.229706,60.13636,0.093346,0,5.1e-05
0,,,,,,,,,,,,,,,,,,,,,,
